[2024-03-13 09:40:25,999][12256] Saving configuration to /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/config.json...
[2024-03-13 10:12:23,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:12:23,288][12462] Saving /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000001185_155320320.pth...
[2024-03-13 10:12:23,365][12462] Removing /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000001034_135528448.pth
[2024-03-13 10:12:28,276][12256] Fps is (10 sec: 78643.2, 60 sec: 83012.4, 300 sec: 82197.7). Total num frames: 155582464. Throughput: 0: 82909.0. Samples: 156889500. Policy #0 lag: (min: 0.0, avg: 10.8, max: 32.0)
[2024-03-13 10:12:28,276][12256] Avg episode reward: [(0, '0.011')]
[2024-03-13 10:12:31,351][12483] Updated weights for policy 0, policy_version 1190 (0.0009)
[2024-03-13 10:12:33,276][12256] Fps is (10 sec: 78642.8, 60 sec: 85196.7, 300 sec: 82642.0). Total num frames: 156106752. Throughput: 0: 82973.2. Samples: 157378800. Policy #0 lag: (min: 1.0, avg: 10.3, max: 24.0)
[2024-03-13 10:12:33,276][12256] Avg episode reward: [(0, '0.038')]
[2024-03-13 10:12:38,276][12256] Fps is (10 sec: 65535.7, 60 sec: 78643.2, 300 sec: 81309.1). Total num frames: 156237824. Throughput: 0: 83766.6. Samples: 157650100. Policy #0 lag: (min: 0.0, avg: 8.5, max: 23.0)
[2024-03-13 10:12:38,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:12:43,276][12256] Fps is (10 sec: 52428.2, 60 sec: 76458.5, 300 sec: 81753.3). Total num frames: 156631040. Throughput: 0: 83677.5. Samples: 158158600. Policy #0 lag: (min: 0.0, avg: 7.1, max: 20.0)
[2024-03-13 10:12:43,277][12256] Avg episode reward: [(0, '0.006')]
[2024-03-13 10:12:48,180][12483] Updated weights for policy 0, policy_version 1200 (0.0013)
[2024-03-13 10:12:48,276][12256] Fps is (10 sec: 104857.2, 60 sec: 78643.1, 300 sec: 81309.1). Total num frames: 157286400. Throughput: 0: 83259.9. Samples: 158650800. Policy #0 lag: (min: 0.0, avg: 8.8, max: 23.0)
[2024-03-13 10:12:48,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:12:53,276][12256] Fps is (10 sec: 104859.7, 60 sec: 80827.7, 300 sec: 81753.4). Total num frames: 157679616. Throughput: 0: 83160.1. Samples: 158897800. Policy #0 lag: (min: 0.0, avg: 9.2, max: 25.0)
[2024-03-13 10:12:53,276][12256] Avg episode reward: [(0, '0.048')]
[2024-03-13 10:12:58,276][12256] Fps is (10 sec: 78643.4, 60 sec: 85196.8, 300 sec: 82197.7). Total num frames: 158072832. Throughput: 0: 82591.2. Samples: 159378000. Policy #0 lag: (min: 1.0, avg: 13.3, max: 30.0)
[2024-03-13 10:12:58,276][12256] Avg episode reward: [(0, '0.067')]
[2024-03-13 10:12:58,277][12462] Saving new best policy, reward=0.067!
[2024-03-13 10:13:03,276][12256] Fps is (10 sec: 65535.5, 60 sec: 80827.7, 300 sec: 82197.7). Total num frames: 158334976. Throughput: 0: 82166.5. Samples: 159869400. Policy #0 lag: (min: 0.0, avg: 11.2, max: 21.0)
[2024-03-13 10:13:03,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:13:05,800][12483] Updated weights for policy 0, policy_version 1210 (0.0009)
[2024-03-13 10:13:08,276][12256] Fps is (10 sec: 65536.1, 60 sec: 78643.2, 300 sec: 81753.4). Total num frames: 158728192. Throughput: 0: 82146.7. Samples: 160110500. Policy #0 lag: (min: 0.0, avg: 7.2, max: 27.0)
[2024-03-13 10:13:08,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:13:13,276][12256] Fps is (10 sec: 104857.1, 60 sec: 80827.7, 300 sec: 82642.0). Total num frames: 159383552. Throughput: 0: 82626.4. Samples: 160607700. Policy #0 lag: (min: 0.0, avg: 8.6, max: 21.0)
[2024-03-13 10:13:13,276][12256] Avg episode reward: [(0, '0.009')]
[2024-03-13 10:13:18,276][12256] Fps is (10 sec: 104857.5, 60 sec: 83012.2, 300 sec: 82197.7). Total num frames: 159776768. Throughput: 0: 82749.0. Samples: 161102500. Policy #0 lag: (min: 0.0, avg: 10.7, max: 29.0)
[2024-03-13 10:13:18,276][12256] Avg episode reward: [(0, '0.006')]
[2024-03-13 10:13:18,825][12483] Updated weights for policy 0, policy_version 1220 (0.0013)
[2024-03-13 10:13:23,276][12256] Fps is (10 sec: 65536.5, 60 sec: 78643.2, 300 sec: 81753.4). Total num frames: 160038912. Throughput: 0: 81897.8. Samples: 161335500. Policy #0 lag: (min: 0.0, avg: 9.4, max: 21.0)
[2024-03-13 10:13:23,276][12256] Avg episode reward: [(0, '0.017')]
[2024-03-13 10:13:28,276][12256] Fps is (10 sec: 65536.0, 60 sec: 80827.7, 300 sec: 82197.7). Total num frames: 160432128. Throughput: 0: 81435.8. Samples: 161823200. Policy #0 lag: (min: 0.0, avg: 7.9, max: 20.0)
[2024-03-13 10:13:28,276][12256] Avg episode reward: [(0, '0.051')]
[2024-03-13 10:13:33,276][12256] Fps is (10 sec: 65535.8, 60 sec: 76458.7, 300 sec: 81753.4). Total num frames: 160694272. Throughput: 0: 81031.1. Samples: 162297200. Policy #0 lag: (min: 0.0, avg: 9.0, max: 28.0)
[2024-03-13 10:13:33,276][12256] Avg episode reward: [(0, '0.013')]
[2024-03-13 10:13:37,025][12483] Updated weights for policy 0, policy_version 1230 (0.0010)
[2024-03-13 10:13:38,276][12256] Fps is (10 sec: 78642.2, 60 sec: 83012.1, 300 sec: 81753.4). Total num frames: 161218560. Throughput: 0: 80321.9. Samples: 162512300. Policy #0 lag: (min: 0.0, avg: 8.3, max: 20.0)
[2024-03-13 10:13:38,276][12256] Avg episode reward: [(0, '0.023')]
[2024-03-13 10:13:43,276][12256] Fps is (10 sec: 117964.7, 60 sec: 87381.5, 300 sec: 82197.7). Total num frames: 161873920. Throughput: 0: 80008.8. Samples: 162978400. Policy #0 lag: (min: 0.0, avg: 9.8, max: 20.0)
[2024-03-13 10:13:43,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:13:48,276][12256] Fps is (10 sec: 91751.3, 60 sec: 80827.8, 300 sec: 81753.4). Total num frames: 162136064. Throughput: 0: 79411.1. Samples: 163442900. Policy #0 lag: (min: 0.0, avg: 12.7, max: 30.0)
[2024-03-13 10:13:48,276][12256] Avg episode reward: [(0, '0.050')]
[2024-03-13 10:13:53,276][12256] Fps is (10 sec: 52428.9, 60 sec: 78643.1, 300 sec: 81753.4). Total num frames: 162398208. Throughput: 0: 79106.6. Samples: 163670300. Policy #0 lag: (min: 0.0, avg: 12.0, max: 29.0)
[2024-03-13 10:13:53,276][12256] Avg episode reward: [(0, '0.035')]
[2024-03-13 10:13:54,043][12483] Updated weights for policy 0, policy_version 1240 (0.0009)
[2024-03-13 10:13:58,276][12256] Fps is (10 sec: 65536.2, 60 sec: 78643.2, 300 sec: 81753.4). Total num frames: 162791424. Throughput: 0: 78840.2. Samples: 164155500. Policy #0 lag: (min: 0.0, avg: 13.7, max: 30.0)
[2024-03-13 10:13:58,276][12256] Avg episode reward: [(0, '0.052')]
[2024-03-13 10:14:03,276][12256] Fps is (10 sec: 91750.0, 60 sec: 83012.2, 300 sec: 82642.0). Total num frames: 163315712. Throughput: 0: 79042.1. Samples: 164659400. Policy #0 lag: (min: 0.0, avg: 11.0, max: 27.0)
[2024-03-13 10:14:03,285][12256] Avg episode reward: [(0, '0.007')]
[2024-03-13 10:14:08,276][12256] Fps is (10 sec: 78643.1, 60 sec: 80827.7, 300 sec: 81309.1). Total num frames: 163577856. Throughput: 0: 79622.2. Samples: 164918500. Policy #0 lag: (min: 0.0, avg: 8.9, max: 23.0)
[2024-03-13 10:14:08,276][12256] Avg episode reward: [(0, '0.001')]
[2024-03-13 10:14:09,536][12483] Updated weights for policy 0, policy_version 1250 (0.0009)
[2024-03-13 10:14:13,276][12256] Fps is (10 sec: 78643.4, 60 sec: 78643.3, 300 sec: 82197.7). Total num frames: 164102144. Throughput: 0: 79144.4. Samples: 165384700. Policy #0 lag: (min: 0.0, avg: 8.9, max: 21.0)
[2024-03-13 10:14:13,285][12256] Avg episode reward: [(0, '0.015')]
[2024-03-13 10:14:18,276][12256] Fps is (10 sec: 104857.6, 60 sec: 80827.7, 300 sec: 82197.7). Total num frames: 164626432. Throughput: 0: 79455.6. Samples: 165872700. Policy #0 lag: (min: 0.0, avg: 15.2, max: 31.0)
[2024-03-13 10:14:18,276][12256] Avg episode reward: [(0, '0.069')]
[2024-03-13 10:14:18,285][12462] Saving new best policy, reward=0.069!
[2024-03-13 10:14:23,276][12256] Fps is (10 sec: 91750.8, 60 sec: 83012.3, 300 sec: 81753.4). Total num frames: 165019648. Throughput: 0: 80378.0. Samples: 166129300. Policy #0 lag: (min: 0.0, avg: 10.3, max: 22.0)
[2024-03-13 10:14:23,276][12256] Avg episode reward: [(0, '0.028')]
[2024-03-13 10:14:23,287][12462] Saving /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000001259_165019648.pth...
[2024-03-13 10:14:23,367][12462] Removing /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000001111_145620992.pth
[2024-03-13 10:14:25,691][12483] Updated weights for policy 0, policy_version 1260 (0.0009)
[2024-03-13 10:14:28,276][12256] Fps is (10 sec: 65536.2, 60 sec: 80827.8, 300 sec: 81309.1). Total num frames: 165281792. Throughput: 0: 81220.1. Samples: 166633300. Policy #0 lag: (min: 0.0, avg: 9.5, max: 22.0)
[2024-03-13 10:14:28,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:14:33,276][12256] Fps is (10 sec: 78643.0, 60 sec: 85196.8, 300 sec: 82197.7). Total num frames: 165806080. Throughput: 0: 82673.4. Samples: 167163200. Policy #0 lag: (min: 0.0, avg: 9.5, max: 22.0)
[2024-03-13 10:14:33,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:14:38,276][12256] Fps is (10 sec: 104857.3, 60 sec: 85197.0, 300 sec: 82642.0). Total num frames: 166330368. Throughput: 0: 83260.0. Samples: 167417000. Policy #0 lag: (min: 0.0, avg: 10.4, max: 21.0)
[2024-03-13 10:14:38,276][12256] Avg episode reward: [(0, '0.046')]
[2024-03-13 10:14:39,212][12483] Updated weights for policy 0, policy_version 1270 (0.0009)
[2024-03-13 10:14:43,276][12256] Fps is (10 sec: 104857.1, 60 sec: 83012.2, 300 sec: 82197.7). Total num frames: 166854656. Throughput: 0: 84333.2. Samples: 167950500. Policy #0 lag: (min: 0.0, avg: 9.3, max: 21.0)
[2024-03-13 10:14:43,277][12256] Avg episode reward: [(0, '0.033')]
[2024-03-13 10:14:48,276][12256] Fps is (10 sec: 91750.7, 60 sec: 85196.9, 300 sec: 82197.7). Total num frames: 167247872. Throughput: 0: 84569.1. Samples: 168465000. Policy #0 lag: (min: 0.0, avg: 9.5, max: 20.0)
[2024-03-13 10:14:48,276][12256] Avg episode reward: [(0, '0.030')]
[2024-03-13 10:14:53,276][12256] Fps is (10 sec: 65536.4, 60 sec: 85196.8, 300 sec: 81753.4). Total num frames: 167510016. Throughput: 0: 84664.5. Samples: 168728400. Policy #0 lag: (min: 0.0, avg: 9.8, max: 25.0)
[2024-03-13 10:14:53,276][12256] Avg episode reward: [(0, '0.061')]
[2024-03-13 10:14:56,578][12483] Updated weights for policy 0, policy_version 1280 (0.0008)
[2024-03-13 10:14:58,276][12256] Fps is (10 sec: 65535.7, 60 sec: 85196.8, 300 sec: 81309.1). Total num frames: 167903232. Throughput: 0: 85928.9. Samples: 169251500. Policy #0 lag: (min: 0.0, avg: 10.1, max: 23.0)
[2024-03-13 10:14:58,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:15:03,276][12256] Fps is (10 sec: 91750.3, 60 sec: 85196.9, 300 sec: 82197.7). Total num frames: 168427520. Throughput: 0: 86366.7. Samples: 169759200. Policy #0 lag: (min: 0.0, avg: 8.5, max: 20.0)
[2024-03-13 10:15:03,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:15:08,276][12256] Fps is (10 sec: 104857.2, 60 sec: 89565.8, 300 sec: 83086.3). Total num frames: 168951808. Throughput: 0: 86268.8. Samples: 170011400. Policy #0 lag: (min: 0.0, avg: 11.3, max: 26.0)
[2024-03-13 10:15:08,276][12256] Avg episode reward: [(0, '0.023')]
[2024-03-13 10:15:08,460][12483] Updated weights for policy 0, policy_version 1290 (0.0009)
[2024-03-13 10:15:13,276][12256] Fps is (10 sec: 91748.6, 60 sec: 87381.1, 300 sec: 81753.3). Total num frames: 169345024. Throughput: 0: 85975.1. Samples: 170502200. Policy #0 lag: (min: 0.0, avg: 10.6, max: 21.0)
[2024-03-13 10:15:13,285][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:15:18,276][12256] Fps is (10 sec: 65536.3, 60 sec: 83012.3, 300 sec: 81309.1). Total num frames: 169607168. Throughput: 0: 84904.4. Samples: 170983900. Policy #0 lag: (min: 0.0, avg: 10.0, max: 25.0)
[2024-03-13 10:15:18,285][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:15:23,276][12256] Fps is (10 sec: 52429.6, 60 sec: 80827.7, 300 sec: 81309.1). Total num frames: 169869312. Throughput: 0: 84908.8. Samples: 171237900. Policy #0 lag: (min: 0.0, avg: 12.3, max: 28.0)
[2024-03-13 10:15:23,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:15:27,340][12483] Updated weights for policy 0, policy_version 1300 (0.0008)
[2024-03-13 10:15:28,276][12256] Fps is (10 sec: 78643.7, 60 sec: 85196.8, 300 sec: 82197.7). Total num frames: 170393600. Throughput: 0: 84046.9. Samples: 171732600. Policy #0 lag: (min: 1.0, avg: 5.9, max: 16.0)
[2024-03-13 10:15:28,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:15:33,276][12256] Fps is (10 sec: 91750.6, 60 sec: 83012.2, 300 sec: 82197.7). Total num frames: 170786816. Throughput: 0: 83019.9. Samples: 172200900. Policy #0 lag: (min: 0.0, avg: 10.6, max: 23.0)
[2024-03-13 10:15:33,277][12256] Avg episode reward: [(0, '0.049')]
[2024-03-13 10:15:38,276][12256] Fps is (10 sec: 104856.1, 60 sec: 85196.7, 300 sec: 83530.6). Total num frames: 171442176. Throughput: 0: 82006.5. Samples: 172418700. Policy #0 lag: (min: 0.0, avg: 13.1, max: 30.0)
[2024-03-13 10:15:38,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:15:43,086][12483] Updated weights for policy 0, policy_version 1310 (0.0009)
[2024-03-13 10:15:43,276][12256] Fps is (10 sec: 91749.9, 60 sec: 80827.7, 300 sec: 82197.7). Total num frames: 171704320. Throughput: 0: 80735.5. Samples: 172884600. Policy #0 lag: (min: 0.0, avg: 8.9, max: 19.0)
[2024-03-13 10:15:43,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:15:48,276][12256] Fps is (10 sec: 52429.3, 60 sec: 78643.2, 300 sec: 80864.8). Total num frames: 171966464. Throughput: 0: 79126.7. Samples: 173319900. Policy #0 lag: (min: 0.0, avg: 13.5, max: 30.0)
[2024-03-13 10:15:48,276][12256] Avg episode reward: [(0, '0.024')]
[2024-03-13 10:15:53,276][12256] Fps is (10 sec: 65536.5, 60 sec: 80827.7, 300 sec: 81753.4). Total num frames: 172359680. Throughput: 0: 79182.3. Samples: 173574600. Policy #0 lag: (min: 0.0, avg: 11.7, max: 27.0)
[2024-03-13 10:15:53,276][12256] Avg episode reward: [(0, '0.027')]
[2024-03-13 10:15:58,276][12256] Fps is (10 sec: 65535.7, 60 sec: 78643.2, 300 sec: 81309.1). Total num frames: 172621824. Throughput: 0: 79733.6. Samples: 174090200. Policy #0 lag: (min: 0.0, avg: 8.6, max: 21.0)
[2024-03-13 10:15:58,276][12256] Avg episode reward: [(0, '0.020')]
[2024-03-13 10:16:01,756][12483] Updated weights for policy 0, policy_version 1320 (0.0009)
[2024-03-13 10:16:03,276][12256] Fps is (10 sec: 78643.0, 60 sec: 78643.2, 300 sec: 81753.4). Total num frames: 173146112. Throughput: 0: 79737.8. Samples: 174572100. Policy #0 lag: (min: 0.0, avg: 7.9, max: 26.0)
[2024-03-13 10:16:03,276][12256] Avg episode reward: [(0, '0.040')]
[2024-03-13 10:16:08,276][12256] Fps is (10 sec: 104857.4, 60 sec: 78643.2, 300 sec: 82197.7). Total num frames: 173670400. Throughput: 0: 79177.8. Samples: 174800900. Policy #0 lag: (min: 1.0, avg: 10.3, max: 28.0)
[2024-03-13 10:16:08,276][12256] Avg episode reward: [(0, '0.015')]
[2024-03-13 10:16:13,276][12256] Fps is (10 sec: 78643.2, 60 sec: 76458.9, 300 sec: 81309.1). Total num frames: 173932544. Throughput: 0: 78322.1. Samples: 175257100. Policy #0 lag: (min: 0.0, avg: 10.4, max: 20.0)
[2024-03-13 10:16:13,277][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:16:17,033][12483] Updated weights for policy 0, policy_version 1330 (0.0009)
[2024-03-13 10:16:18,276][12256] Fps is (10 sec: 65536.0, 60 sec: 78643.1, 300 sec: 80864.7). Total num frames: 174325760. Throughput: 0: 78608.8. Samples: 175738300. Policy #0 lag: (min: 0.0, avg: 9.6, max: 28.0)
[2024-03-13 10:16:18,277][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:16:23,276][12256] Fps is (10 sec: 78643.0, 60 sec: 80827.7, 300 sec: 81753.4). Total num frames: 174718976. Throughput: 0: 79069.0. Samples: 175976800. Policy #0 lag: (min: 0.0, avg: 10.8, max: 28.0)
[2024-03-13 10:16:23,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:16:23,289][12462] Saving /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000001333_174718976.pth...
[2024-03-13 10:16:23,365][12462] Removing /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000001185_155320320.pth
[2024-03-13 10:16:28,276][12256] Fps is (10 sec: 65536.3, 60 sec: 76458.6, 300 sec: 81309.1). Total num frames: 174981120. Throughput: 0: 79917.9. Samples: 176480900. Policy #0 lag: (min: 0.0, avg: 8.8, max: 27.0)
[2024-03-13 10:16:28,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:16:32,956][12483] Updated weights for policy 0, policy_version 1340 (0.0013)
[2024-03-13 10:16:33,276][12256] Fps is (10 sec: 91750.8, 60 sec: 80827.7, 300 sec: 81753.4). Total num frames: 175636480. Throughput: 0: 81204.4. Samples: 176974100. Policy #0 lag: (min: 0.0, avg: 8.5, max: 27.0)
[2024-03-13 10:16:33,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:16:38,276][12256] Fps is (10 sec: 104857.3, 60 sec: 76458.7, 300 sec: 81309.1). Total num frames: 176029696. Throughput: 0: 81079.9. Samples: 177223200. Policy #0 lag: (min: 0.0, avg: 14.3, max: 31.0)
[2024-03-13 10:16:38,276][12256] Avg episode reward: [(0, '0.075')]
[2024-03-13 10:16:38,277][12462] Saving new best policy, reward=0.075!
[2024-03-13 10:16:43,276][12256] Fps is (10 sec: 104857.6, 60 sec: 83012.3, 300 sec: 81753.4). Total num frames: 176685056. Throughput: 0: 80526.7. Samples: 177713900. Policy #0 lag: (min: 0.0, avg: 9.9, max: 23.0)
[2024-03-13 10:16:43,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:16:48,276][12256] Fps is (10 sec: 78643.6, 60 sec: 80827.7, 300 sec: 81309.1). Total num frames: 176816128. Throughput: 0: 80635.6. Samples: 178200700. Policy #0 lag: (min: 0.0, avg: 14.3, max: 30.0)
[2024-03-13 10:16:48,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:16:49,617][12483] Updated weights for policy 0, policy_version 1350 (0.0013)
[2024-03-13 10:16:53,276][12256] Fps is (10 sec: 26214.4, 60 sec: 76458.7, 300 sec: 81309.1). Total num frames: 176947200. Throughput: 0: 81235.6. Samples: 178456500. Policy #0 lag: (min: 0.0, avg: 10.6, max: 31.0)
[2024-03-13 10:16:53,277][12256] Avg episode reward: [(0, '0.001')]
[2024-03-13 10:16:58,276][12256] Fps is (10 sec: 104857.2, 60 sec: 87381.3, 300 sec: 82642.0). Total num frames: 177864704. Throughput: 0: 82426.7. Samples: 178966300. Policy #0 lag: (min: 0.0, avg: 15.4, max: 29.0)
[2024-03-13 10:16:58,276][12256] Avg episode reward: [(0, '0.035')]
[2024-03-13 10:17:03,276][12256] Fps is (10 sec: 117965.1, 60 sec: 83012.3, 300 sec: 81753.4). Total num frames: 178126848. Throughput: 0: 82553.5. Samples: 179453200. Policy #0 lag: (min: 0.0, avg: 10.4, max: 25.0)
[2024-03-13 10:17:03,276][12256] Avg episode reward: [(0, '0.024')]
[2024-03-13 10:17:03,939][12483] Updated weights for policy 0, policy_version 1360 (0.0013)
[2024-03-13 10:17:08,276][12256] Fps is (10 sec: 91750.6, 60 sec: 85196.9, 300 sec: 82197.7). Total num frames: 178782208. Throughput: 0: 82589.0. Samples: 179693300. Policy #0 lag: (min: 0.0, avg: 10.5, max: 19.0)
[2024-03-13 10:17:08,276][12256] Avg episode reward: [(0, '0.055')]
[2024-03-13 10:17:13,276][12256] Fps is (10 sec: 91750.1, 60 sec: 85196.8, 300 sec: 82197.7). Total num frames: 179044352. Throughput: 0: 82782.2. Samples: 180206100. Policy #0 lag: (min: 0.0, avg: 12.7, max: 28.0)
[2024-03-13 10:17:13,276][12256] Avg episode reward: [(0, '0.079')]
[2024-03-13 10:17:13,288][12462] Saving new best policy, reward=0.079!
[2024-03-13 10:17:18,276][12256] Fps is (10 sec: 65535.9, 60 sec: 85196.8, 300 sec: 81753.4). Total num frames: 179437568. Throughput: 0: 83444.4. Samples: 180729100. Policy #0 lag: (min: 0.0, avg: 9.0, max: 22.0)
[2024-03-13 10:17:18,276][12256] Avg episode reward: [(0, '0.048')]
[2024-03-13 10:17:20,726][12483] Updated weights for policy 0, policy_version 1370 (0.0013)
[2024-03-13 10:17:23,276][12256] Fps is (10 sec: 78643.0, 60 sec: 85196.8, 300 sec: 82197.7). Total num frames: 179830784. Throughput: 0: 83544.5. Samples: 180982700. Policy #0 lag: (min: 0.0, avg: 6.0, max: 18.0)
[2024-03-13 10:17:23,285][12256] Avg episode reward: [(0, '0.056')]
[2024-03-13 10:17:28,276][12256] Fps is (10 sec: 78643.1, 60 sec: 87381.3, 300 sec: 81753.4). Total num frames: 180224000. Throughput: 0: 83835.5. Samples: 181486500. Policy #0 lag: (min: 0.0, avg: 9.0, max: 23.0)
[2024-03-13 10:17:28,276][12256] Avg episode reward: [(0, '0.033')]
[2024-03-13 10:17:33,276][12256] Fps is (10 sec: 91750.7, 60 sec: 85196.8, 300 sec: 83086.3). Total num frames: 180748288. Throughput: 0: 84151.1. Samples: 181987500. Policy #0 lag: (min: 1.0, avg: 8.5, max: 22.0)
[2024-03-13 10:17:33,276][12256] Avg episode reward: [(0, '0.041')]
[2024-03-13 10:17:33,790][12483] Updated weights for policy 0, policy_version 1380 (0.0013)
[2024-03-13 10:17:38,276][12256] Fps is (10 sec: 91750.8, 60 sec: 85196.9, 300 sec: 83086.4). Total num frames: 181141504. Throughput: 0: 83744.5. Samples: 182225000. Policy #0 lag: (min: 0.0, avg: 10.7, max: 23.0)
[2024-03-13 10:17:38,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:17:43,276][12256] Fps is (10 sec: 65536.2, 60 sec: 78643.2, 300 sec: 81753.4). Total num frames: 181403648. Throughput: 0: 83566.8. Samples: 182726800. Policy #0 lag: (min: 0.0, avg: 11.7, max: 24.0)
[2024-03-13 10:17:43,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:17:48,276][12256] Fps is (10 sec: 78642.7, 60 sec: 85196.7, 300 sec: 82197.7). Total num frames: 181927936. Throughput: 0: 84142.1. Samples: 183239600. Policy #0 lag: (min: 0.0, avg: 10.3, max: 23.0)
[2024-03-13 10:17:48,276][12256] Avg episode reward: [(0, '0.007')]
[2024-03-13 10:17:51,174][12483] Updated weights for policy 0, policy_version 1390 (0.0009)
[2024-03-13 10:17:53,276][12256] Fps is (10 sec: 91749.7, 60 sec: 89565.8, 300 sec: 82197.7). Total num frames: 182321152. Throughput: 0: 84344.4. Samples: 183488800. Policy #0 lag: (min: 0.0, avg: 9.3, max: 23.0)
[2024-03-13 10:17:53,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:17:58,276][12256] Fps is (10 sec: 78643.6, 60 sec: 80827.8, 300 sec: 82642.0). Total num frames: 182714368. Throughput: 0: 84611.1. Samples: 184013600. Policy #0 lag: (min: 0.0, avg: 9.3, max: 25.0)
[2024-03-13 10:17:58,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:18:03,276][12256] Fps is (10 sec: 91750.6, 60 sec: 85196.7, 300 sec: 83086.3). Total num frames: 183238656. Throughput: 0: 84100.0. Samples: 184513600. Policy #0 lag: (min: 0.0, avg: 9.7, max: 23.0)
[2024-03-13 10:18:03,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:18:06,658][12483] Updated weights for policy 0, policy_version 1400 (0.0009)
[2024-03-13 10:18:08,276][12256] Fps is (10 sec: 91750.0, 60 sec: 80827.7, 300 sec: 82197.7). Total num frames: 183631872. Throughput: 0: 83595.5. Samples: 184744500. Policy #0 lag: (min: 0.0, avg: 9.8, max: 24.0)
[2024-03-13 10:18:08,277][12256] Avg episode reward: [(0, '0.029')]
[2024-03-13 10:18:13,276][12256] Fps is (10 sec: 65536.2, 60 sec: 80827.7, 300 sec: 81753.4). Total num frames: 183894016. Throughput: 0: 82840.1. Samples: 185214300. Policy #0 lag: (min: 0.0, avg: 7.9, max: 19.0)
[2024-03-13 10:18:13,276][12256] Avg episode reward: [(0, '0.055')]
[2024-03-13 10:18:18,276][12256] Fps is (10 sec: 78643.7, 60 sec: 83012.3, 300 sec: 82642.0). Total num frames: 184418304. Throughput: 0: 82315.6. Samples: 185691700. Policy #0 lag: (min: 0.0, avg: 11.4, max: 29.0)
[2024-03-13 10:18:18,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:18:23,276][12256] Fps is (10 sec: 65535.3, 60 sec: 78643.1, 300 sec: 81753.4). Total num frames: 184549376. Throughput: 0: 82486.5. Samples: 185936900. Policy #0 lag: (min: 0.0, avg: 11.6, max: 30.0)
[2024-03-13 10:18:23,277][12256] Avg episode reward: [(0, '0.049')]
[2024-03-13 10:18:23,288][12462] Saving /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000001408_184549376.pth...
[2024-03-13 10:18:23,409][12462] Removing /workspace/metta/train_dir/p2.a100.batch.17.lr.e3/checkpoint_p0/checkpoint_000001259_165019648.pth
[2024-03-13 10:18:24,304][12483] Updated weights for policy 0, policy_version 1410 (0.0013)
[2024-03-13 10:18:28,276][12256] Fps is (10 sec: 65535.9, 60 sec: 80827.8, 300 sec: 82642.0). Total num frames: 185073664. Throughput: 0: 82153.3. Samples: 186423700. Policy #0 lag: (min: 0.0, avg: 8.9, max: 28.0)
[2024-03-13 10:18:28,276][12256] Avg episode reward: [(0, '0.000')]
[2024-03-13 10:18:33,276][12256] Fps is (10 sec: 91751.1, 60 sec: 78643.2, 300 sec: 82197.7). Total num frames: 185466880. Throughput: 0: 81126.7. Samples: 186890300. Policy #0 lag: (min: 0.0, avg: 11.1, max: 29.0)
